SKU,Category,make,SUB Category Type 1,SUB Category Type 2,SUB Category Type 3,SUB Category Type 4,SUB Category Type 5,SUB Category Type 6,SUB Category Type 7,SUB Category Type 8,SUB Category Type 9,SUB Category Type 10,Item Name,CAPACITY,Unit,Supplier,List Price,Discount,DP
428.0,VFD,,DANFOSS,,,,,,,,,,"2.2KW,3HP,380-480V",,NOS,INNODRIVES DANFOSS,14168.0,0.0,14168
429.0,VFD,,DANFOSS,,,,,,,,,,"3KW,4HP,380-480V",,NOS,INNODRIVES DANFOSS,16858.0,0.0,16858
430.0,VFD,,DANFOSS,,,,,,,,,,"4KW,5HP,380-480V",,NOS,INNODRIVES DANFOSS,18146.0,0.0,18146
431.0,VFD,,DANFOSS,,,,,,,,,,"5.5KW, 7.5HP, 380-480V",,NOS,INNODRIVES DANFOSS,21032.0,0.0,21032
432.0,VFD,,DANFOSS,,,,,,,,,,"7.5KW,10HP,380-480V",,NOS,INNODRIVES DANFOSS,23755.0,0.0,23755
433.0,VFD,,DANFOSS,,,,,,,,,,"11KW,15HP,380-480V ",,NOS,INNODRIVES DANFOSS,34401.0,0.0,34401
434.0,VFD,,DANFOSS,,,,,,,,,,"15KW,20HP,380-480V",,NOS,INNODRIVES DANFOSS,39586.0,0.0,39586
435.0,VFD,,DANFOSS,,,,,,,,,,"18.5KW,25HP,380-480V ",,NOS,INNODRIVES DANFOSS,48716.0,0.0,48716
436.0,VFD,,DANFOSS,,,,,,,,,,"22KW,30HP,380-480V ",,NOS,INNODRIVES DANFOSS,57078.0,0.0,57078
437.0,VFD,,DANFOSS,,,,,,,,,,"30KW,40HP,380-480V ",,NOS,INNODRIVES DANFOSS,83300.8,0.0,83300.8
438.0,VFD,,DANFOSS,,,,,,,,,,"38KW,50HP,380-480V ",,NOS,INNODRIVES DANFOSS,83489.7,0.0,83489.7
439.0,VFD,,DANFOSS,,,,,,,,,,"47KW,60HP,380-480V ",,NOS,INNODRIVES DANFOSS,116859.75,0.0,116859.75
440.0,VFD,,DANFOSS,,,,,,,,,,"75KW,140 AMP ,380-480V ",,NOS,INNODRIVES DANFOSS,162906.45,0.0,162906.45
441.0,VFD,,DELTA,,,,,,,,,," 230V, 0.4KW / 0.5HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD2A8MS21ANSAA,8882.0,0.0,8882
442.0,VFD,,DELTA,,,,,,,,,,"230V, 0.75KW / 0.1HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD4A8MS21ANSAA,9720.0,0.0,9720
443.0,VFD,,DELTA,,,,,,,,,," 230V, 1.5KW / 2HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD7A5MS21ANSAA,10373.0,0.0,10373
444.0,VFD,,DELTA,,,,,,,,,," 230V, 2.2KW / 3HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD11AMS21ANSAA,11739.0,0.0,11739
445.0,VFD,,DELTA,,,,,,,,,," 415V, 0.4KW / 0.5HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD1A5MS43ANSAA,10671.0,0.0,10671
446.0,VFD,,DELTA,,,,,,,,,," 415V, 0.75KW / 1HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD2A7MS43ANSAA,11205.0,0.0,11205
447.0,VFD,,DELTA,,,,,,,,,," 415V, 1.5KW / 2HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD4A2MS43ANSAA,11863.0,0.0,11863
448.0,VFD,,DELTA,,,,,,,,,," 415V, 2.2KW / 3HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD5A5MS43ANSAA,13708.0,0.0,13708
449.0,VFD,,DELTA,,,,,,,,,," 415V, 4KW / 5HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD9A0MS43ANSAA,15677.0,0.0,15677
450.0,VFD,,DELTA,,,,,,,,,," 415V, 5.5KW / 7.5HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD13AMS43ANSAA,21690.0,0.0,21690
451.0,VFD,,DELTA,,,,,,,,,," 415V, 7.5KW / 10HP,  Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD17AMS43ANSAA,22466.0,0.0,22466
452.0,VFD,,DELTA,,,,,,,,,," 415V, 11KW /15HP,  Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD25AMS43ANSAA,27473.0,0.0,27473
453.0,VFD,,DELTA,,,,,,,,,," 415V, 15KW / 20HP,  Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD32AMS43ANSAA,34206.0,0.0,34206
454.0,VFD,,DELTA,,,,,,,,,," 415V, 18.5KW / 25HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD38AMS43ANSAA,45827.0,0.0,45827
455.0,VFD,,DELTA,,,,,,,,,," 415V, 22KW / 30HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD45AMS43ANSAA,49461.0,0.0,49461
456.0,VFD,,DELTA,,,,,,,,,," 415V,30KW / 40HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD300CP43B-21,57100.0,0.0,57100
457.0,VFD,,DELTA,,,,,,,,,," 415V, 35KW / 50HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD370CP53B-21,73450.0,0.0,73450
458.0,VFD,,DELTA,,,,,,,,,," 415V, 45KW / 60HP, Inbuilt detachable display unit",,NOS,DELTA MS SERISE VFD45AMS43ANSAA,43990.0,0.0,43990
459.0,VFD,,DELTA,,,,,,,,,," 415V, 75KW / 75HP 144 AMP ",,NOS,,133677.5,0.0,133677.5
460.0,Soft Starter ,,LNT,,,,,,,,,,15 HP L&T SOFT STARTER ,,NOS,AGC,45837.0,0.0,45837
461.0,Soft Starter ,,LNT,,,,,,,,,,20 HP L&T SOFT STARTER,,NOS,AGC,47000.0,0.0,47000
462.0,Soft Starter ,,LNT,,,,,,,,,,30 HP L&T SOFT STARTER,,NOS,AGC,50825.0,0.0,50825
463.0,Soft Starter ,,LNT,,,,,,,,,,40 HP L&T SOFT STARTER,,NOS,AGC,52773.0,0.0,52773
464.0,Soft Starter ,,LNT,,,,,,,,,,50 HP L&T SOFT STARTER,,NOS,AGC,52773.0,0.0,52773
465.0,STP METAL BOX,,STAND,,,,,,,,,,"FABRICATION, POWDER COATING PANEL WITH STAND ",,NOS,DB,52773.0,0.0,52773
466.0,FIRE,,system,,,,,,,,,,fire suppression system,,NOS,FIRE,25000.0,0.0,25000
467.0,BUSBAR,,X,,,,,,,,,,BUSBAR 50X20,,NOS,FIRE,3000.0,0.0,3000
468.0,TERMINAL,,AMP,,,,,,,,,,PVC TERMINAL 6AMP,,NOS,FIRE,3000.0,0.0,3000
469.0,CONTACTOR ,,CONTACTOR,,,,,,,,,,IDEAL CONTACTOR ,,NOS,FIRE,3000.0,0.0,3000
470.0,PAKEGING,,SMALL,,,,,,,,,,RAPING ROLL SMALL,,NOS,FIRE,3000.0,0.0,3000
471.0,PAKEGING,,BIG,,,,,,,,,,RAPING ROLL  BIG ,,NOS,FIRE,3000.0,0.0,3000
472.0,MCB,,SI-MCB,,,,,,,,,,SI-MCB 3P 63A,,Nos,SIMENS ,3149.0,69.0,976.19
473.0,MCB,,SI-MCB,,,,,,,,,,SI--MCB 3P 40A,,Nos,SIMENS ,2820.0,69.0,874.2
474.0,MCB,,SI-MCB,,,,,,,,,,SI-MCB 3P 25A,,Nos,SIMENS ,2015.0,69.0,624.65
475.0,MCB,,SI-MCB,,,,,,,,,,SI-MCB 3P 20A,,Nos,SIMENS ,2015.0,69.0,624.65
476.0,MCB,,SI-MCB,,,,,,,,,,SI-MCB 3P 16A,,Nos,SIMENS ,2015.0,69.0,624.65
477.0,MCB,,SI-MCB,,,,,,,,,,SI-MCB 3P 10A,,Nos,SIMENS ,2015.0,69.0,624.65
478.0,MCB,,SI-MCB,,,,,,,,,,SI-MCB 3P 6A,,Nos,SIMENS ,2015.0,69.0,624.65
479.0,CT,,CT,,,,,,,,,,C.T.100/5A (Std.),,Nos,,400.0,0.0,400
480.0,Metal Box,,1.0,,,,,,,,,,Metal Box 950*750*400 (1.6mm) ATS,,Nos,Anand Engineering,25000.0,0.0,25000
481.0,Metal Box,,1.0,,,,,,,,,,SDF FN250TPF,,Nos,Anand Engineering,19580.0,50.0,9790
482.0,Metal Box,,1.0,,,,,,,,,,Metal box 750*1000*350(2 vfd Outdoor Panel) ,,Nos,Anand Engineering,14000.0,0.0,14000
483.0,Metal Box,,1.0,,,,,,,,,,Metal Box 600*500*250 (1.2mm) HMI PANEL,,Nos,Anand Engineering,3700.0,0.0,3700
484.0,Metal Box,,1.0,,,,,,,,,,Metal Box 700*500*250 (1.2mm) HMI PANEL,,Nos,Anand Engineering,5200.0,0.0,5200
485.0,Metal Box,,1.0,,,,,,,,,,Metal Box 850*1200*350 (1.2mm) HMI PANEL(15KW 3 PUMP),,Nos,Anand Engineering,14000.0,0.0,14000
486.0,CONTACTOR,,,,,,,,,,,,50A L&T,,Nos,AJITESH,7640.0,40.0,4584
487.0,CONTACTOR,,1.0,,,,,,,,,,50 A SEMINS,,Nos,ANUROOP,10575.0,51.0,5181.75
488.0,METAL BOX,,HP,,,,,,,,,,METAL BOX 500x600x240 (HMI 2PUMP) UPTO 3HP,,NOS,DB INDUSRIES,4500.0,0.0,4500
489.0,METAL BOX,,HP,,,,,,,,,,METAL BOX 500x600x240 (HMI 2PUMP) UPTO 5HP,,NOS,DB INDUSRIES,4700.0,0.0,4700
490.0,METAL BOX,,indore,,,,,,,,,,METAL BOX 600x1200x350 1pump indore,,NOS,DB INDUSRIES,16000.0,0.0,16000
491.0,METAL BOX,,indore,,,,,,,,,,METAL BOX 600x800x350 1pump indore,,NOS,DB INDUSRIES,12000.0,0.0,12000
492.0,VFD,,VFD,,,,,,,,,,"18KW,20HP DELTA VFD ",,NOS,,54445.2,0.0,54445.2
493.0,METAL BOX,,INDOOR,,,,,,,,,,25HP 1PUMP METEL BOX VFD INDOOR,,NOS,DB INDUSRIES,7000.0,0.0,7000
494.0,METAL BOX,,OUTDOOR,,,,,,,,,,25HP 1PUMP METEL BOX VFD OUTDOOR,,NOS,DB INDUSRIES,15000.0,0.0,15000
495.0,METAL BOX,,INDOOR,,,,,,,,,,METAL BOX 1150X1400X450 INDOOR ,,NOS,DB INDUSRIES,22000.0,0.0,22000
496.0,DVM,,ammeter,,,,,,,,,,Digital voltmeter ammeter,,NOS,,2500.0,0.0,2500
497.0,stop button,,button,,,,,,,,,,Emergency stop push button,,NOS,,170.0,0.0,170
498.0,DVM,,meter,,,,,,,,,,DVM Multy function meter,,NOS,,2500.0,0.0,2500
499.0,CHOCK,,CHOKE,,,,,,,,,,30KW 40HP 8A CHOKE ,,NOS,,13000.0,0.0,13000
500.0,SFU,,BOS,,,,,,,,,,SWITCH FUSE UNIT (OPEN BOS),,NOS,AJITESH( L& T),12000.0,0.0,12000
501.0,FUSE,,TUBE,,,,,,,,,,SFU FUSE TUBE,,NOS,AJITESH( L& T),1000.0,0.0,1000
502.0,SI,,AO,,,,,,,,,,SIGNAL ISOLATOR (4-20MA for AI & AO),,NOS,ANUROOP MULTISPAN ,4175.0,32.0,2839
503.0,metal BOX,,DLC,,,,,,,,,,FLAME PROOF PANEL ( DLC),,NOS,ANUROOP MULTISPAN ,25000.0,0.0,25000
504.0,metal BOX,,PANEL,,,,,,,,,,22 KW 30HP 1 PUMP INDOOR PANEL ,,NOS,ANUROOP MULTISPAN ,20000.0,0.0,20000
505.0,Choke,,AMP,,,,,,,,,, VFD CHOKE (20 HP 15KW  (CHOKE CURRENT  40 AMP)) ,,NOS,RAJ ELECTRICAL ,6785,0.0,6785
506.0,Metal Box,,1.0,,,,,,,,,,Metal Box 1000*1500*350 (1.6) HMI PANEL(15KW 2 PUMP),,Nos,db ,22000.0,0.0,22000
507.0,METAL BOX,,PANEL,,,,,,,,,,METAL BOX 750x650x350 (HMI 2PUMP)  5HP OUTDOOR PANEL ,,NOS,DB INDUSRIES,12500.0,0.0,12500
508.0,SFU,,SIEMENS,,,,,,,,,,3KL8221-5TA00 125A SFU OPEN SIEMENS,,NOS,ANUROOP ,12245.0,45.0,6734.75
509.0,CONTACTOR,,SIEMENS,,,,,,,,,, 9A 3P 24VDC NO CONTACTOR SIEMENS,,NOS,ANUROOP ,3300.0,45.0,1815
510.0,CONTACTOR,,SIEMENS,,,,,,,,,,22A 3P 24VDC  CONTACTOR SIEMENS,,NOS,ANUROOP ,5480.0,45.0,3014
511.0,CONTACTOR,,SIEMENS,,,,,,,,,, 38A 3P 24VDC CONTACTOR SIEMENS,,NOS,ANUROOP ,15190.0,45.0,8354.5
512.0,MFM,,PLUS,,,,,,,,,,MULTY FUNCTION METER PM 130 EH PLUS,,NOS,ANUROOP ,20000.0,0.0,20000
513.0,PANEL BOX,,D,,,,,,,,,, PANEL BOX 600 W * 600 H * 350 D,,NOS,DHUPPAR BROTHERS.,17000.0,0.0,17000
514.0,METAL BOX ,,PANEL,,,,,,,,,,METAL BOX 450*350*250MM OUTDOOR PANEL ,,NOS,,9000.0,0.0,9000
515.0,METAL BOX ,,PANEL,,,,,,,,,,METAL BOX 500*600*250MM OUTDOOR PANEL ,,NOS,,13000.0,0.0,13000
516.0,RELAY,,SALZER,,,,,,,,,,MSP 2P 240 VAC 8PIN RELAY SALZER,,NOS,ANUROOP,283.0,0.0,283
517.0,Metal Box,,1.0,,,,,,,,,,Metal box 550X 700X330 3 MULTY VFD ,,Nos,Anand Engineering,4700.0,0.0,4700
518.0,Metal Box,,1.0,,,,,,,,,,Metal box 600X 700X300 2 VFD 4 PUMP,,Nos,Anand Engineering,15000.0,0.0,15000
519.0,Metal Box,,1.0,,,,,,,,,,Metal box 1500X 2000X450 4 VFD 4 PUMP,,Nos,Anand Engineering,50000.0,0.0,50000
520.0,Metal Box,,1.0,,,,,,,,,,Metal box 1700X 1500X450 3VFD 3 PUMP,,Nos,Anand Engineering,55000.0,0.0,55000
521.0,Metal Box,,1.0,,,,,,,,,,Metal box 1700X 1500X450 2VFD 4 PUMP,,Nos,Anand Engineering,40000.0,0.0,40000
522.0,Metal Box,,1.0,,,,,,,,,,Metal box 1700X 1500X450 2VFD 3PUMP,,Nos,Anand Engineering,30000.0,0.0,30000
523.0,METAL BOX,,VFD,,,,,,,,,,900x600x300 - 3 PUMP HMI 1VFD,,NOS,DB INDUSTRIES ,9000.0,0.0,9000
524.0,Metal Box,,1.0,,,,,,,,,,Metal Box 850*1200*350 (1.2mm) (11KW 3 PUMP) CONTROL PANEL BOX,,Nos,Anand Engineering,15000.0,0.0,15000
525.0,Metal Box,,1.0,,,,,,,,,,Metal Box 850*1200*350 (1.2mm) HMI PANEL(11KW 3 PUMP),,Nos,Anand Engineering,11000.0,0.0,11000
526.0,METAL BOX,,PUMP,,,,,,,,,,700x600x200 - 3 PUMP,,NOS,DB INDUSTRIES ,6000.0,0.0,6000
527.0,METAL BOX,,PANEL,,,,,,,,,,3 COMPARTMENT CONTROL PANEL,,NOS,DB INDUSTRIES ,42000.0,0.0,42000
528.0,VFD CHOKE,,1.0,,,,,,,,,,VFD CHOKE 20AMP,,Nos,,21440,0.0,21440
529.0,METAL BOX,,PANEL,,,,,,,,,,4 COMPARTMENT CONTROL PANEL,,NOS,DB INDUSTRIES ,56000.0,0.0,56000
530.0,Metal Box,,1.0,,,,,,,,,,Metal Box 800*1300*350 HMI PANEL 2PUMP 20HP 2VFD,,Nos,DB INDUSTRIES ,16000.0,0.0,16000
531.0,Metal Box,,1.0,,,,,,,,,,METAL BOX 700*1000*320 HMI 3 PUMP 10PH WITH BYPASS,,Nos,DB INDUSTRIES ,15000.0,0.0,15000
532.0,Metal Box,,1.0,,,,,,,,,,METAL BOX 800*1200*320 HMI 3 PUMP 10PH WITH BYPASS,,Nos,DB INDUSTRIES ,16000.0,0.0,16000
533.0,Metal Box,,1.0,,,,,,,,,, 2 PUMP COMPARTMENTAL PANEL 1500x1000x400,,Nos,DB INDUSTRIES ,35000.0,0.0,35000
534.0,Metal Box,,1.0,,,,,,,,,, 2 PUMP COMPARTMENTAL PANEL,,Nos,DB INDUSTRIES ,25000.0,0.0,25000
535.0,Metal Box,,1.0,,,,,,,,,,Metal Box 800*1300*400 HMI PANEL 2PUMP 12.5HP 2VFD,,Nos,DB INDUSTRIES ,17000.0,0.0,17000
536.0,METAL BOX,,1.0,,,,,,,,,,7.5HP AND 10 HP OUTDOOR PANEL BOX ,,Nos,DB INDUSTRIES ,8000.0,0.0,8000
537.0,METAL BOX,,VFD,,,,,,,,,,1000(H)X850(W)X320(D) 15HP 4 VFD,,NOS,DB INDUSTRIES ,15000.0,0.0,15000
538.0,METAL BOX,,VFD,,,,,,,,,,1500(H)X1000(W)X320(D) 15HP 6 VFD,,NOS,DB INDUSTRIES ,40000.0,0.0,40000
539.0,METAL BOX,,VFD,,,,,,,,,,1500(H)X1000(W)X320(D) 20HP 3 VFD,,NOS,DB INDUSTRIES ,35000.0,0.0,35000
540.0,METAL BOX,,VFD,,,,,,,,,,1500(H)X1000(W)X320(D) 25HP 3 VFD,,NOS,DB INDUSTRIES ,30000.0,0.0,30000
541.0,METAL BOX,,VFD,,,,,,,,,,1500(H)X1000(W)X320(D) 35HP 2 VFD,,NOS,DB INDUSTRIES ,35000.0,0.0,35000
542.0,METAL BOX,,BOX,,,,,,,,,,8 PUMP 4 VFD METAL BOX,,NOS,DB INDUSTRIES ,35000.0,0.0,35000
543.0,,,CLOCK,,,,,,,,,,REAL TIME CLOCK ,,NOS,,2000.0,,2000.0
544.0,PUSH BUTTON,,BUTTON,,,,,,,,,,START /STOP PUSH BUTTON,,NOS,,150.0,0.0,150
545.0,,,PANEL,,,,,,,,,,CP2P_1HP_INDOOR_DLC_CONTROL_PANEL ,,NOS,SAARK,15200.0,0.0,15200
546.0,,,PANEL,,,,,,,,,,CP2P_2HP_INDOOR_DLC_CONTROL_PANEL ,,NOS,SAARK,15200.0,0.0,15200
547.0,VFD,,VFD,,,,,,,,,,FC-051 7.5KW 10 HP DANFOSS VFD,,NOS,DANFOSS,26375.0,0.0,26375
548.0,METAL BOX,,VFD,,,,,,,,,,1500(H)X1000(W)X320(D)  6 VFD,,NOS,DB INDUSTRIES ,20000.0,0.0,20000
549.0,METAL BOX,,PANEL,,,,,,,,,,METAL BOX 40 HP 3 VFD COMPARTMENT PANEL ,,NOS,DB INDUSTRIES ,40000.0,0.0,40000
550.0,VFD,,V,,,,,,,,,,"55KW, 75HP 106AMP ,380-480V ",,NOS,INNODRIVES DANFOSS,143245.2,0.0,143245.2
551.0,METAL BOX,,PANEL,,,,,,,,,,METAL BOX 75 HP 3 VFD COMPARTMENT PANEL ,,NOS,DB INDUSTRIES ,70000.0,0.0,70000
552.0,Lugs,,,,,,,,,,,,LUGS 35 SQMM PIN COPPER,,Nos,Anuroop,60.0,0.0,60
553.0,Lugs,,,,,,,,,,,,LUGS 35 SQMM RING COPPER,,Nos,Anuroop,90.0,30.0,63
554.0,Wire,,,,,,,,,,,,WIRE 35 SQMM RED,,Meter,Thakur,1375.0,50.0,687.5
555.0,Wire,,,,,,,,,,,,WIRE 35 SQMM YELLOW,,Meter,Thakur,1375.0,50.0,687.5
556.0,Wire,,,,,,,,,,,,WIRE 35 SQMM BLUE,,Meter,Thakur,1375.0,50.0,687.5
557.0,Wire,,,,,,,,,,,,WIRE 35 SQMM BLACK,,Meter,Thakur,1375.0,50.0,687.5
558.0,Wire,,,,,,,,,,,,WIRE 35 SQMM GREY,,Meter,Thakur,1375.0,50.0,687.5
559.0,MCCB,,MCCB 3P,,,,,,,,,,16A Three Pole MCCB,,NOS,25 kA,13420.0,60.0,5368
560.0,MCCB,,MCCB 3P,,,,,,,,,,25A Three Pole MCCB,,NOS,25 kA,13420.0,60.0,5368
561.0,MCCB,,MCCB 3P,,,,,,,,,,32A Three Pole MCCB,,NOS,25 kA,13420.0,60.0,5368
562.0,MCCB,,MCCB 3P,,,,,,,,,,40A Three Pole MCCB,,NOS,25 kA,13420.0,60.0,5368
563.0,MCCB,,MCCB 3P,,,,,,,,,,50A Three Pole MCCB,,NOS,25 kA,13420.0,60.0,5368
564.0,MCCB,,MCCB 3P,,,,,,,,,,63A Three Pole MCCB,,NOS,25 kA,13420.0,60.0,5368
565.0,MCCB,,MCCB 3P,,,,,,,,,,80A Three Pole MCCB,,NOS,25 kA,13420.0,60.0,5368
566.0,MCCB,,MCCB 3P,,,,,,,,,,100A Three Pole MCCB,,NOS,25 kA,13420.0,60.0,5368
567.0,MCCB,,MCCB 3P,,,,,,,,,,125A Three Pole MCCB,,NOS,25 kA,19750.0,60.0,7900
568.0,MCCB,,MCCB 3P,,,,,,,,,,160A Three Pole MCCB,,NOS,25 kA,25780.0,60.0,10312
569.0,MCCB,,MCCB 3P,,,,,,,,,,200A Three Pole MCCB,,NOS,25 kA,34120.0,60.0,13648
570.0,MCCB,,MCCB 3P,,,,,,,,,,250A Three Pole MCCB,,NOS,25 kA,39930.0,60.0,15972
571.0,MCCB,,MCCB 3P,,,,,,,,,,16A Four Pole MCCB,,NOS,25 kA,18680.0,60.0,7472
572.0,MCCB,,MCCB 3P,,,,,,,,,,25A Four Pole MCCB,,NOS,25 kA,18680.0,60.0,7472
573.0,MCCB,,MCCB 3P,,,,,,,,,,32A Four Pole MCCB,,NOS,25 kA,18680.0,60.0,7472
574.0,MCCB,,MCCB 3P,,,,,,,,,,40A Four Pole MCCB,,NOS,25 kA,18680.0,60.0,7472
575.0,MCCB,,MCCB 3P,,,,,,,,,,50A Four Pole MCCB,,NOS,25 kA,18680.0,60.0,7472
576.0,MCCB,,MCCB 3P,,,,,,,,,,63A Four Pole MCCB,,NOS,25 kA,18680.0,60.0,7472
577.0,MCCB,,MCCB 3P,,,,,,,,,,80A Four Pole MCCB,,NOS,25 kA,18680.0,60.0,7472
578.0,MCCB,,MCCB 3P,,,,,,,,,,100A Four Pole MCCB,,NOS,25 kA,18680.0,60.0,7472
579.0,MCCB,,MCCB 3P,,,,,,,,,,125A Four Pole MCCB,,NOS,25 kA,24170.0,60.0,9668
580.0,MCCB,,MCCB 3P,,,,,,,,,,160A Four Pole MCCB,,NOS,25 kA,30890.0,60.0,12356
581.0,MCCB,,MCCB 3P,,,,,,,,,,200A Four Pole MCCB,,NOS,25 kA,42650.0,60.0,17060
582.0,MCCB,,MCCB 3P,,,,,,,,,,250A Four Pole MCCB,,NOS,25 kA,48850.0,60.0,19540
583.0,MCCB,,MCCB 3P,,,,,,,,,,16A Three Pole MCCB,,NOS,36 kA,18380.0,60.0,7352
584.0,MCCB,,MCCB 3P,,,,,,,,,,25A Three Pole MCCB,,NOS,36 kA,18380.0,60.0,7352
585.0,MCCB,,MCCB 3P,,,,,,,,,,32A Three Pole MCCB,,NOS,36 kA,18380.0,60.0,7352
586.0,MCCB,,MCCB 3P,,,,,,,,,,40A Three Pole MCCB,,NOS,36 kA,18380.0,60.0,7352
587.0,MCCB,,MCCB 3P,,,,,,,,,,50A Three Pole MCCB,,NOS,36 kA,18380.0,60.0,7352
588.0,MCCB,,MCCB 3P,,,,,,,,,,63A Three Pole MCCB,,NOS,36 kA,18380.0,60.0,7352
589.0,MCCB,,MCCB 3P,,,,,,,,,,80A Three Pole MCCB,,NOS,36 kA,18380.0,60.0,7352
590.0,MCCB,,MCCB 3P,,,,,,,,,,100A Three Pole MCCB,,NOS,36 kA,18380.0,60.0,7352
591.0,MCCB,,MCCB 3P,,,,,,,,,,125A Three Pole MCCB,,NOS,36 kA,20380.0,60.0,8152
592.0,MCCB,,MCCB 3P,,,,,,,,,,160A Three Pole MCCB,,NOS,36 kA,27000.0,60.0,10800
593.0,MCCB,,MCCB 3P,,,,,,,,,,200A Three Pole MCCB,,NOS,36 kA,38890.0,60.0,15556
594.0,MCCB,,MCCB 3P,,,,,,,,,,250A Three Pole MCCB,,NOS,36 kA,43140.0,60.0,17256
595.0,MCCB,,MCCB 3P,,,,,,,,,,320A Three Pole MCCB,,NOS,36 kA,58970.0,60.0,23588
596.0,MCCB,,MCCB 3P,,,,,,,,,,400A Three Pole MCCB,,NOS,36 kA,59320.0,60.0,23728
597.0,MCCB,,MCCB 3P,,,,,,,,,,500A Three Pole MCCB,,NOS,36 kA,67250.0,60.0,26900
598.0,MCCB,,MCCB 3P,,,,,,,,,,630A Three Pole MCCB,,NOS,36 kA,77000.0,60.0,30800
599.0,MCCB,,MCCB 3P,,,,,,,,,,16A Four Pole MCCB,,NOS,36 kA,22940.0,60.0,9176
600.0,MCCB,,MCCB 3P,,,,,,,,,,25A Four Pole MCCB,,NOS,36 kA,22940.0,60.0,9176
601.0,MCCB,,MCCB 3P,,,,,,,,,,32A Four Pole MCCB,,NOS,36 kA,22940.0,60.0,9176
602.0,MCCB,,MCCB 3P,,,,,,,,,,40A Four Pole MCCB,,NOS,36 kA,22940.0,60.0,9176
603.0,MCCB,,MCCB 3P,,,,,,,,,,50A Four Pole MCCB,,NOS,36 kA,22940.0,60.0,9176
604.0,MCCB,,MCCB 3P,,,,,,,,,,63A Four Pole MCCB,,NOS,36 kA,22940.0,60.0,9176
605.0,MCCB,,MCCB 3P,,,,,,,,,,80A Four Pole MCCB,,NOS,36 kA,22940.0,60.0,9176
606.0,MCCB,,MCCB 3P,,,,,,,,,,100A Four Pole MCCB,,NOS,36 kA,22940.0,60.0,9176
607.0,MCCB,,MCCB 3P,,,,,,,,,,125A Four Pole MCCB,,NOS,36 kA,25310.0,60.0,10124
608.0,MCCB,,MCCB 3P,,,,,,,,,,160A Four Pole MCCB,,NOS,36 kA,32170.0,60.0,12868
609.0,MCCB,,MCCB 3P,,,,,,,,,,200A Four Pole MCCB,,NOS,36 kA,48190.0,60.0,19276
610.0,MCCB,,MCCB 3P,,,,,,,,,,250A Four Pole MCCB,,NOS,36 kA,53380.0,60.0,21352
611.0,MCCB,,MCCB 3P,,,,,,,,,,320A Four Pole MCCB,,NOS,36 kA,73170.0,60.0,29268
612.0,MCCB,,MCCB 3P,,,,,,,,,,400A Four Pole MCCB,,NOS,36 kA,73820.0,60.0,29528
613.0,MCCB,,MCCB 3P,,,,,,,,,,500A Four Pole MCCB,,NOS,36 kA,85170.0,60.0,34068
614.0,MCCB,,MCCB 3P,,,,,,,,,,630A Four Pole MCCB,,NOS,36 kA,97180.0,60.0,38872
615.0,MCCB,,MCCB 3P,,,,,,,,,,16A Three Pole MCCB,,NOS,50 kA,24920.0,60.0,9968
616.0,MCCB,,MCCB 3P,,,,,,,,,,25A Three Pole MCCB,,NOS,50 kA,24920.0,60.0,9968
617.0,MCCB,,MCCB 3P,,,,,,,,,,32A Three Pole MCCB,,NOS,50 kA,24920.0,60.0,9968
618.0,MCCB,,MCCB 3P,,,,,,,,,,40A Three Pole MCCB,,NOS,50 kA,24920.0,60.0,9968
619.0,MCCB,,MCCB 3P,,,,,,,,,,50A Three Pole MCCB,,NOS,50 kA,24920.0,60.0,9968
620.0,MCCB,,MCCB 3P,,,,,,,,,,63A Three Pole MCCB,,NOS,50 kA,24920.0,60.0,9968
621.0,MCCB,,MCCB 3P,,,,,,,,,,80A Three Pole MCCB,,NOS,50 kA,24920.0,60.0,9968
622.0,MCCB,,MCCB 3P,,,,,,,,,,100A Three Pole MCCB,,NOS,50 kA,24920.0,60.0,9968
623.0,MCCB,,MCCB 3P,,,,,,,,,,125A Three Pole MCCB,,NOS,50 kA,32400.0,60.0,12960
624.0,MCCB,,MCCB 3P,,,,,,,,,,160A Three Pole MCCB,,NOS,50 kA,35060.0,60.0,14024
625.0,MCCB,,MCCB 3P,,,,,,,,,,200A Three Pole MCCB,,NOS,50 kA,45370.0,60.0,18148
